professor_name,department,profile_url,source_urls,personal_site_urls,labs,research_topics,research_description_detailed,recruitment_mentions,evidence_count
Raluca Ilie,ece,https://ece.illinois.edu/about/directory/faculty/rilie,https://ece.illinois.edu/about/directory/faculty/rilie,https://www.ilie.ece.illinois.edu/prof-raluca-ilie,Space Weather Prediction Lab,space weather prediction|kinetic theory and modeling|plasma transport and dynamics|numerical modeling of the space environment|magnetohydrodynamics (MHD)|geophysical research,"Prof. Raluca Ilie's work is primarily focused on space weather prediction, emphasizing the effects of solar events on Earth’s infrastructure. She employs a combination of global multi-physics numerical models and space mission data to study the dynamics of plasmas and electromagnetic fields in the geospace environment. Her research involves developing high-performance computational models, including three-dimensional global magnetohydrodynamics (MHD) simulations, that help to understand and predict geomagnetic storms and their impacts. This entails kinetic theory modeling and extensive data interpretation from various spacecraft like TWINS, Cluster, and the Van Allen Probes.",Prof. Ilie welcomes motivated undergraduate students to work in her research group.,3
Jianming Jin,ece,https://ece.illinois.edu/about/directory/faculty/j-jin1,https://ece.illinois.edu/about/directory/faculty/j-jin1,,Electromagnetics Laboratory|Center for Computational Electromagnetics,Computational electromagnetics|Multi-physics modeling|Bioelectromagnetics|Electromagnetic compatibility|High-frequency circuits|Microwave devices and circuits|Optoelectronics and photonics,"Professor Jianming Jin conducts extensive research in computational electromagnetics, focusing on developing advanced finite element methods and multi-physics modeling techniques. His work involves analyzing and designing high-frequency circuits and microwave devices, as well as exploring bioelectromagnetics applications such as magnetic resonance imaging and therapeutic hyperthermia. Additionally, he studies wave scattering and electromagnetic compatibility issues, particularly in relation to wireless communications and antenna design. His laboratory also delves into photonics and optoelectronic devices, enhancing understanding of electromagnetic wave interaction with materials.",,3
Farzad Kamalabadi,ece,https://ece.illinois.edu/about/directory/faculty/farzadk,https://ece.illinois.edu/about/directory/faculty/farzadk,,Kamalabadi Research Group,Computed imaging systems|Machine learning and pattern recognition|Radio and optical wave propagation|Remote sensing|Signal processing|Computational science and engineering|Data science and analytics|Imaging science and systems|Statistical learning and inference,"Farzad Kamalabadi primarily focuses on remote sensing and imaging, developing advanced signal and image processing methodologies. His research includes computational imaging techniques that address inverse problems, optimizing the reconstruction of images through convex optimization. He applies machine learning and statistical methods to analyze vast datasets, improving pattern recognition capabilities across imaging systems. His work also explores radio and optical wave propagation to enhance data acquisition in the context of space physics and related applications.",,3
Nickvash Kani,ece,https://ece.illinois.edu/about/directory/faculty/kani,https://ece.illinois.edu/about/directory/faculty/kani|https://nickvashkani.com/cv/|https://nickvashkani.com/publications|https://nickvashkani.com/|https://nickvashkani.com/blog|https://nickvashkani.com/blog/2024/savitch,https://nickvashkani.com/cv/,Mathematical Language Processing Group,Mathematical Language Processing|Formal Verification Techniques|Mathematical expression embedding|Optimization problem formulation|Machine learning for mathematical texts,"Nickvash Kani's research focuses on Mathematical Language Processing, aiming to develop methodologies that allow machines to better understand and process mathematical literature. He is involved in creating algorithms that derive logical axioms from mathematical texts, leveraging machine learning techniques. His work includes developing embeddings for mathematical expressions, which facilitate the extraction of meaning and relationships in mathematical contexts. Additionally, his group investigates formal verification techniques that enhance automated reasoning capabilities in AI applications, especially targeting mathematical problem-solving and optimization.",,3
Dimitrios Katselis,ece,https://ece.illinois.edu/about/directory/faculty/katselis,https://ece.illinois.edu/about/directory/faculty/katselis,,,Digital Signal Processing|Random Processes|Statistical Learning Theory|Advanced Digital Communication,"Dimitrios Katselis engages in research and teaching primarily in the areas of digital signal processing and statistical learning theory. His work revolves around developing methods for analyzing and processing signals, employing advanced algorithms for communication systems, and addressing problems in random processes. He applies his expertise in these fields through both theoretical studies and practical applications, particularly in engineering contexts where probability plays a critical role.",,1
Timothy Killeen,ece,https://ece.illinois.edu/about/directory/faculty/tkilleen,https://ece.illinois.edu/about/directory/faculty/tkilleen,,,climate change|solar-terrestrial interactions|space physics|atmospheric sciences|geophysical research,"Professor Timothy Killeen conducts research centered on climate change impacts and solar-terrestrial interactions, focusing on the processes that link the Earth’s atmosphere to solar activity. His work involves using observational data and computer models to understand how atmospheric dynamics influence climate conditions. Killeen also engages in broader geophysical research, contributing to interdisciplinary efforts by chairing national and international committees aimed at fostering collaboration in environmental sciences and addressing complex global issues related to climate change.",,5
Hyunseok Kim,ece,https://ece.illinois.edu/about/directory/faculty/hyunseok,https://ece.illinois.edu/about/directory/faculty/hyunseok,https://www.hyunseokkimlab.com/team,Hyunseok Kim Research Group,Low-dimensional materials and thin films for microelectronics and photonics|3D heterogeneous integration technology|Semiconductor electronic devices|Semiconductor lasers and photonic devices|Semiconductor devices and manufacturing,"Professor Hyunseok Kim's research focuses on leveraging low-dimensional materials and thin films to enhance microelectronics and photonics. He specializes in 3D heterogeneous integration technologies that enable advanced semiconductor devices and manufacturing processes. His day-to-day work includes developing methods for epitaxially fabricating semiconductor laser and photonic devices while conducting experiments related to defect reduction in single-crystal membranes. The lab actively explores cutting-edge techniques for integrating wide bandgap semiconductors with 2D materials, addressing challenges in device performance and manufacturability.","We welcome highly motivated students with a passion for tackling challenging questions to make a real impact in the field of semiconductor devices, materials, and integrated platforms. Interested students are encouraged to directly contact Prof. Hyunseok Kim (hyunseok@illinois.edu) with a CV.",4
Joohyung Kim,ece,https://ece.illinois.edu/about/directory/faculty/joohyung,https://ece.illinois.edu/about/directory/faculty/joohyung,,Kinetic Intelligent Machine LAB,Humanoid Motion and Behavior|Task/Data-driven Robot Design and Motion Control|Embodied AI|Human Robot Interaction,"Professor Joohyung Kim specializes in humanoid robotics, focusing on the design and control of robotic systems that can mimic human motion and behavior. His work involves developing task/data-driven robot design methodologies and embodied AI systems that enhance human-robot interaction. Practical applications of his research include creating teleoperation systems for humanoid robots and exploring new modes of robotic behaviors and interactions. He also teaches courses that engage students in hands-on robotics projects, pushing them to innovate in the field of robotics.",,3
Kevin Kim,ece,https://ece.illinois.edu/about/directory/faculty/kevinkim,https://ece.illinois.edu/about/directory/faculty/kevinkim,,Thin Film and Charged Particle Research Lab,"Organometallic and inorganic precursors for sol-gel processing|Charged liquid cluster beam deposition|Controlled fabrication of thin films, nanofibers, and nanoparticles|Micro and nanoscale structures for device fabrication|Biodegradable and biocompatible materials for drug delivery","Professor Kevin Kim focuses on the synthesis and study of tailored organometallic and inorganic precursors used in sol-gel processing and vapor deposition techniques. His research involves controlled fabrication of thin films and nanoparticles utilizing charged liquid cluster beams, facilitating the development of micro and nanoscale structures for devices such as drug delivery systems, solar cells, and lighting applications. He also emphasizes encapsulating biodegradable materials into microcapsules for advanced therapeutic applications, contributing to innovations in nano-medicine and biocompatible technologies.",,3
Volodymyr Kindratenko,ece,https://ece.illinois.edu/about/directory/faculty/kindrtnk,https://ece.illinois.edu/about/directory/faculty/kindrtnk,,Center for Artificial Intelligence Innovation,high-performance computing|special-purpose computing architectures|AI and machine learning systems|cloud computing|parallel processing|large language model applications,"Volodymyr Kindratenko's day-to-day work involves developing and deploying high-performance computing systems that leverage computational accelerators for scientific applications. He engages in research focused on special-purpose computing architectures and their applications in AI and machine learning, as well as cloud computing and distributed systems. Specific projects include exploring large language model implementations for various uses, such as gravitational wave forecasting and deep learning advancements in medical imaging.","Students with strong programming skills interested in exploring special-purpose and accelerator-based architectures and machine learning, deep learning, AI.",3
Bill King,ece,https://ece.illinois.edu/about/directory/faculty/wpk,https://ece.illinois.edu/about/directory/faculty/wpk,,Nanoengineering Laboratory,Nanotechnology|Thermal transport|Micro- and nano-manufacturing|Piezoresistive sensing|Atomic force microscopy|Thermal management|Energy storage,"Professor Bill King's work focuses on various aspects of nanotechnology with an emphasis on thermal transport and micro- and nano-manufacturing processes. His research encompasses the design and application of microcantilever heaters and sensors, particularly utilizing piezoresistive techniques for precise thermal measurements. He also explores advanced fabrication methods such as additive manufacturing while integrating functionalities for energy storage and management. Day-to-day, this involves developing instrumentation and conducting experiments that bridge material science and applied physics challenges, especially in the context of nanoscale systems.",,3
Eren Kizildag,ece,https://ece.illinois.edu/about/directory/faculty/kizildag,https://ece.illinois.edu/about/directory/faculty/kizildag|https://www.eren-kizildag.com/,https://www.eren-kizildag.com/,Department of Statistics|Department of Electrical and Computer Engineering,probability|statistics|data science|random optimization problems|statistical inference models|large scale random models,"Eren Kizildag conducts research at the intersection of probability, statistics, and computer science, focusing on understanding statistical-computational trade-offs in large scale random models. His work involves random optimization problems and statistical inference models where he examines algorithmic barriers and phase transitions in combinatorial contexts. Kizildag utilizes advanced methods in probability theory to analyze the behaviors of complex randomly generated structures, seeking insights that can apply to algorithms and data science applications. Day-to-day, he might work on developing new algorithms or techniques to address the sharp phase transitions in various statistical models.",,2
P. T. Krein,ece,https://ece.illinois.edu/about/directory/faculty/krein,https://ece.illinois.edu/about/directory/faculty/krein,,Grainger Center for Electric Machinery and Electromechanics,power electronics|electric machinery and electromechanics|sustainable energy|transportation electrification|renewable energy systems|energy-efficient buildings,"Professor Krein's research focuses on power electronics as a critical enabling technology for sustainable energy and advanced energy applications. He works on developing methods and materials for electrical energy conversion and control, particularly in areas like electric machinery and transportation electrification. His day-to-day activities include designing high-performance power converters, investigating energy-efficient systems, and exploring novel applications in electric vehicles and renewable energy integrations. Additionally, he engages in experimental research involving the integration of energy systems to meet the growing energy demands of data centers and AI applications.","Each of the four thematic areas listed in the Annual Statement of Research Progress has opportunities for graduate research assistantships.|Each year, several undergraduate students are supported to conduct research within the Grainger Center for Electric Machinery and Electromechanics.",3
Erhan Kudeki,ece,https://ece.illinois.edu/about/directory/faculty/erhan,https://ece.illinois.edu/about/directory/faculty/erhan,,Ionospheric Radar Laboratory,Incoherent Scatter Radar Theory and Measurements|Ionospheric Propagation and Sounding Techniques|Ionospheric Plasma Instabilities and Equatorial Electrodynamics|Mid-latitude Field Aligned Irregularities and Meteor Trails|Atmospheric Winds Waves and Turbulence|Radar Remote Sensing,"Professor Erhan Kudeki engages in research focusing on incoherent scatter radar theory and measurements, studying ionospheric propagation and the dynamics of plasma instabilities. His work incorporates analysis of atmospheric winds and turbulence while using advanced radar remote sensing techniques to gather data on mid-latitude phenomena such as field-aligned irregularities and meteor trails. He also explores coherent optics and imaging methods within the context of radio and optical wave propagation.",,6
Paul G. Kwiat,ece,https://ece.illinois.edu/about/directory/faculty/kwiat,https://ece.illinois.edu/about/directory/faculty/kwiat,,Quantum Optics Lab,Quantum Optics|Quantum Information|Quantum Cryptography|Optical Quantum Computing|Photon Sources|Entangled Photons|Hyper-entanglement,"Professor Kwiat's lab focuses on quantum optics and information, employing photons to explore foundational quantum mechanics, quantum cryptography, and optical quantum computing. Day-to-day activities include developing entangled photon sources and investigating advanced quantum communication protocols that leverage hyper-entanglement. The lab's projects aim to produce novel quantum states and enhance quantum information processing systems using techniques like spontaneous parametric down-conversion. The goal is to transition small-scale quantum logic implementations into larger systems suitable for universal quantum computation.","I routinely have talented undergraduates working in my group. They typically begin assisting with ongoing projects before taking responsibility for their own research project. Much of the research has resulted in published papers, with the students as co-authors.",5
Fan Lam,ece,https://ece.illinois.edu/about/directory/faculty/fanlam1,https://ece.illinois.edu/about/directory/faculty/fanlam1,,Biomedical Imaging Lab,Neuroimaging technologies|Mass spectrometry imaging|Magnetic resonance imaging|Computational imaging|Machine learning in imaging,"Fan Lam's research primarily investigates neuroimaging technologies with a specific focus on magnetic resonance imaging (MRI) and computational imaging techniques. His work integrates machine learning methodologies to enhance imaging capabilities and applications in biomedicine, particularly exploring mass spectrometry imaging for molecular profiling in neurodegenerative diseases. Day-to-day activities include developing advanced algorithms for MRI denoising and reconstruction, and using deep learning approaches to facilitate high-throughput imaging of biological samples. He also contributes to educational efforts by teaching courses on biomedical imaging methods.",,5
Christy Landes,ece,https://ece.illinois.edu/about/directory/faculty/cflandes,https://ece.illinois.edu/about/directory/faculty/cflandes|https://lrg.rice.edu/people/ChristyLandes.html|https://lrg.rice.edu/GroupMembers.html|https://lrg.rice.edu/FormerGroupMembers.html|https://lrg.rice.edu/research.html|https://lrg.rice.edu/laboratories.html,https://lrg.rice.edu/people/ChristyLandes.html,Landes Research Group,super-resolved spectroscopic data|spectro-electrochemistry|protein separations|photocatalysis at nanoparticle interfaces|single electron transfer|dynamic imaging at nanoscale interfaces,"Professor Christy Landes focuses on advancing spectroscopic techniques to investigate chemical phenomena at nanoscale interfaces. Her work involves developing new methods for collecting and analyzing super-resolved data, particularly in the context of protein dynamics, photocatalysis, and single-molecule spectroscopy. She emphasizes understanding the relationships between heterogeneous structures and their functions, aiming to enhance the efficiency of processes like protein separations and photocatalytic reactions. The strategies involve combining optical techniques with stochastic theories to tackle complex problems in chemistry and materials science.",,3
Jean-Pierre Leburton,ece,https://ece.illinois.edu/about/directory/faculty/jleburto,https://ece.illinois.edu/about/directory/faculty/jleburto,,Computational Electronics Group|Beckman Institute,Bio-Nano-Electronics|Transport in Two-Dimensional (2D) Materials|Spintronics in Quantum Dots|Electronic Properties of Quantum Wells|Simulation of Nanostructures,"Professor Jean-Pierre Leburton's research revolves around the theory and simulation of nanoscale semiconductor devices, specifically focusing on quantum wells, quantum dots, and carbon-based nanostructures. His work employs advanced numerical techniques, including Monte-Carlo simulations and a self-consistent Schroedinger-Poisson model, to investigate electronic properties and transport mechanisms. Current projects target high-performance lasers and single-electron devices, emphasizing the interaction of semiconductor materials with biological systems, particularly in the domain of bio-nano-electronics.",,3
Minjoo Lawrence Lee,ece,https://ece.illinois.edu/about/directory/faculty/mllee,https://ece.illinois.edu/about/directory/faculty/mllee,,Lee Group|HMNTL,Microelectronics and Photonics|Quantum nanostructures for electronics and photonics|Semiconductor electronic devices|Semiconductor lasers and photonic devices|Solar and renewable technology,"Minjoo Lawrence Lee conducts research primarily involving the growth and application of semiconductor materials, specifically using molecular beam epitaxy (MBE). His group is focused on the development of high-efficiency solar cells utilizing III-V materials, aiming to create tandem solar cells that push beyond conventional silicon efficiency limits. Additionally, he studies quantum dots for their use in photonic devices, which can lead to advancements in laser technology and other electronic applications. Lee actively examines the fabrication and integration challenges of these novel materials into existing technologies, contributing to fields such as renewable energy and advanced electronic systems.",,3
Chushan Li,ece,https://ece.illinois.edu/about/directory/faculty/chushan,https://ece.illinois.edu/about/directory/faculty/chushan,,Power Electronics Lab|Electric Transportation Lab,Electric transportation|High-performance switching power converters|Power electronics,"Chushan Li engages in the development and analysis of high-performance switching power converters specifically designed for electric transportation systems. His work involves exploring advanced power electronics that enhance the efficiency and effectiveness of electric vehicle propulsion. Day-to-day activities may include conducting experiments to optimize the performance of power converters, designing circuits that can withstand high voltage, and implementing control strategies for power management in electric vehicles.",,1
Xiuling Li,ece,https://ece.illinois.edu/about/directory/faculty/xiuling,https://ece.illinois.edu/about/directory/faculty/xiuling,,Xiuling Li's research group,Wide and ultra-wide bandgap semiconductors|Metal-assisted chemical etching (MacEtch)|Self-rolled-up membrane (S-RuM) nanotechnology|Nanoelectronics|Nanophotonics|Photovoltaics,"Professor Xiuling Li focuses on the development of advanced semiconductor materials and devices at the nanoscale level. Her research employs techniques such as Metalorganic chemical vapor deposition (MOCVD) to fabricate wide and ultra-wide bandgap semiconductors like GaN and SiC. A significant part of her work involves the invention of Metal-Assisted Chemical Etching (MacEtch) which allows for the production of high aspect ratio nanostructures with applications in nanoelectronics and nanophotonics. Additionally, she explores the use of self-rolled-up membrane technology to create miniaturized passive electronic components tailored for RFIC systems. This research not only advances fundamental science but also addresses practical challenges in electronics and photonics.","Research positions available to highly motivated undergraduate students who have strong interests in semiconductor materials, processing, and devices.",4
Yingying Li,ece,https://ece.illinois.edu/about/directory/faculty/yl101,https://ece.illinois.edu/about/directory/faculty/yl101|https://www.yingying.li/people|https://www.yingying.li/publications|https://www.yingying.li/home|https://www.yingying.li/teaching|https://www.yingying.li/teaching/ie598-fall-25,https://www.yingying.li/people,Coordinated Science Laboratory|Department of Electrical and Computer Engineering|Department of Mechanical Science and Engineering,statistical/reinforcement learning|control theory|online learning|decentralized learning|smart grids|smart cities,"Yingying Li's research merges statistical and reinforcement learning with control theory, specifically focusing on online and distributed learning approaches for control and optimization. She investigates safety and optimality guarantees within applications in smart grids and smart cities. Her daily work involves developing algorithms for online optimal control, reinforcement learning, and multi-agent decision-making, aiming to design robust learning systems that operate under uncertainty. This includes studying mechanism design for decentralized learning and understanding the dynamics of large-scale systems.",I am actively looking for self-motivated Ph.D. students and Postdocs with a strong background in mathematics.,4
Zhi-Pei Liang,ece,https://ece.illinois.edu/about/directory/faculty/z-liang,https://ece.illinois.edu/about/directory/faculty/z-liang,,Beckman Institute for Advanced Science and Technology|Department of Bioengineering,Biomedical imaging|Signal processing|Machine learning|Pattern recognition|Magnetic resonance imaging|Magnetic resonance spectroscopy,"Zhi-Pei Liang's daily work involves advancing the field of biomedical imaging, particularly through the development of new algorithms and theories regarding image formation in magnetic resonance imaging (MRI). He utilizes machine learning techniques to improve pattern recognition and parameter estimation within biomedical signals. His research is focused on applications in neuroscience and biology, and includes contributions to magnetic resonance spectroscopy methods, enhancing imaging techniques to better analyze biological structures and functions.",,3
Daniel M Liberzon,ece,https://ece.illinois.edu/about/directory/faculty/liberzon,https://ece.illinois.edu/about/directory/faculty/liberzon,,,Uncertain systems|Stochastic systems|Nonlinear control theory|Control with limited information|Switched systems|Hybrid systems,"Professor Daniel M. Liberzon applies mathematical principles to study and develop control systems that can operate efficiently under uncertainty and with limited information. His work explores nonlinear control theory, focusing on optimal control strategies and the dynamics of hybrid systems which incorporate both continuous and discrete-event behaviors. He addresses complex systems by applying advanced mathematical tools and methodologies, contributing to both theoretical and practical advancements in control systems design and analysis.",,2
Stephan Link,ece,https://ece.illinois.edu/about/directory/faculty/slink,https://ece.illinois.edu/about/directory/faculty/slink,,,Physical Chemistry|Materials Chemistry,"Stephan Link conducts research and teaches in the areas of physical chemistry and materials chemistry. His work likely involves the exploration of material properties and behaviors at the molecular level, potentially utilizing spectroscopic techniques and other analytical methods. In his teaching, he focuses on imparting knowledge related to the structure, dynamics, and interactions of materials, which may include both theoretical and experimental approaches.",,1
Jingbo Liu,ece,https://ece.illinois.edu/about/directory/faculty/jingbol,https://ece.illinois.edu/about/directory/faculty/jingbol|https://jingbol.web.illinois.edu/,https://jingbol.web.illinois.edu/,Department of Statistics|Department of Electrical and Computer Engineering,high-dimensional statistics|information theory|signal processing|coding theory|generative AI problems,"Jingbo Liu conducts research that lies at the intersection of high-dimensional probability and information theory, focusing specifically on statistical inference in high-dimensional contexts. His work involves applying advanced statistical techniques, such as hypercontractivity and functional inequalities, to tackle problems in communication theory, cryptography, and machine learning. Recently, he has emphasized the application of these theories to generative AI, particularly evaluating the effectiveness of diffusion models and exploring privacy enhancements in data generation. He also engages in statistical physics approaches to analyze variables selection and applying techniques like the replica method to understand the limits of high-dimensional distributions.",,3
Yang Liu,ece,https://ece.illinois.edu/about/directory/faculty/liuy46,https://ece.illinois.edu/about/directory/faculty/liuy46,,,cancer detection|therapy resistance|automation and robotics for imaging workflows|computational imaging|artificial intelligence for biomedical applications|multimodal optical imaging,"Professor Yang Liu conducts advanced research in imaging technologies for biomedical applications with a special focus on cancer detection and therapy resistance. Day-to-day, his work involves developing and enhancing imaging systems like super-resolution microscopes, employing computational techniques to optimize imaging workflows, and integrating artificial intelligence to process complex medical images. He utilizes quantitative phase imaging to evaluate cellular dynamics and molecular characterization, aiming to improve diagnostic precision. His research also emphasizes the automation of imaging protocols to facilitate high-throughput applications in clinical settings.",,3
Virginia O. Lorenz,ece,https://ece.illinois.edu/about/directory/faculty/vlorenz,https://ece.illinois.edu/about/directory/faculty/vlorenz,,Lorenz Research Group|Quantum Network Group,quantum optics|quantum networks|quantum memories|photonic quantum sources|quantum sensing,"Professor Lorenz's research group conducts experiments in quantum optics with a focus on quantum networks and memories. They have recently launched the first publicly accessible quantum network which allows the public to interact with quantum technology. The group employs an off-resonance Raman protocol in atomic barium vapor to develop quantum memories that can store telecom wavelength photons. Additionally, they are exploring the use of polarization-maintaining fiber as a source of photon pairs, enhancing the ability to generate and control quantum states of light, which is essential for both quantum computation and communication. Their work also includes studying quantum sensing for astronomical objects to unlock new imaging techniques.",,3
Yi Lu,ece,https://ece.illinois.edu/about/directory/faculty/yilu4,https://ece.illinois.edu/about/directory/faculty/yilu4,,,Cloud computing|Coding theory and applications|Computer networking|Computational science and engineering|Data science and analytics|Distributed computing and storage systems|Machine learning|Network science and engineering|Socio-technical systems and networking,"Yi Lu's research involves the development of scalable and efficient distributed computing systems, with a particular focus on cloud computing and network science applications. He uses coding theory to enhance data storage and retrieval processes, applying machine learning techniques to improve analytics in large datasets. His work also examines socio-technical systems, exploring the interplay between social dynamics and network performance, particularly as it relates to resilience in cyber-physical systems.",,2
Lyding,ece,https://ece.illinois.edu/about/directory/faculty/lyding,https://ece.illinois.edu/about/directory/faculty/lyding,,Nanotechnology Research Group,Carbon Nanotube Purification|Graphene Growth|Ultra-Sharp Probe Fabrication|Atomically Precise Dopant Mapping|Silicon Based Molecular Electronics|STM-Based Nanolithography,"Professor Lyding conducts research focused on carbon-based nanotechnology, specifically through the fabrication and characterization of carbon nanotubes and graphene. He employs scanning tunneling microscopy (STM) to explore these materials at the atomic level, studying phenomena such as chirally-pure nanotube growth and the electronic properties of graphene on various substrates. His work includes developing advanced techniques like dry contact transfer for integrating nanostructures onto surfaces, enabling innovative applications in nanoelectronics and semiconductor devices. Additionally, he investigates atomically precise dopant mapping and contributes to the understanding of the oxide-silicon interface.",,4
Jonathan Makela,ece,https://ece.illinois.edu/about/directory/faculty/jmakela,https://ece.illinois.edu/about/directory/faculty/jmakela,,Makela Research Group,Optical and radio remote sensing techniques|Earth's ionosphere response to geomagnetic storms|Data science and analytics in atmospheric research|Remote sensing of atmospheric waves|Imaging science and systems,"Professor Makela's research centers on the multi-technique remote sensing of the Earth’s upper atmosphere, utilizing both ground- and satellite-based instrumentation. His daily work involves the deployment and testing of sophisticated sensor systems, such as portable imaging systems and GNSS receivers, to investigate the ionosphere's behavior during geomagnetic storms. His group focuses on developing advanced algorithms for synthesizing data from these instruments, aiming to elucidate the coupling between the neutral atmosphere and the electrified plasma in the ionosphere. This research has broad implications for space weather forecasting and the understanding of atmospheric dynamics.",,3
Prashant G. Mehta,ece,https://ece.illinois.edu/about/directory/faculty/mehtapg,https://ece.illinois.edu/about/directory/faculty/mehtapg,,Controlled Interacting Particle Systems Lab,Controlled interacting particle systems|Nonlinear estimation|Mean-field optimal control|Human activity recognition|Real-time data processing from motion sensors|Modeling and control of combustion instabilities,"Professor Prashant Mehta's research involves developing new algorithms within controlled interacting particle systems, particularly focusing on nonlinear estimation and mean-field optimal control. His team at UIUC pioneered the feedback particle filter (FPF) for these purposes, utilizing it effectively for real-time human activity recognition through advanced data from motion sensors. Additionally, he has made significant contributions to the control and modeling of combustion instabilities in jet engines through innovative approaches like symmetry breaking.",,4
N. Miljkovic,ece,https://ece.illinois.edu/about/directory/faculty/nmiljkov,https://ece.illinois.edu/about/directory/faculty/nmiljkov,,,thermo-fluid sciences|interfacial phenomena|renewable energy|micro/nanostructured surfaces|solar thermal energy conversion|atmospheric energy harvesting|battery thermal management systems|phase change heat transfer,"Day-to-day, Professor Miljkovic's research work involves manipulating heat-fluid-surface interactions to improve efficiency across various sectors including energy, water, and electronics. He focuses on both fundamental research, examining micro and nanostructured surfaces for optimizing phase change and interfacial phenomena, as well as applied research that develops systems for solar thermal energy conversion and atmospheric energy harvesting. He heavily employs computational modeling and machine learning to enhance battery thermal management strategies and improve heat transfer mechanisms in various devices.",,4
Marco Antonio Milla,ece,https://ece.illinois.edu/about/directory/faculty/mmilla,https://ece.illinois.edu/about/directory/faculty/mmilla,,,Atmospheric measurements|Ionospheric measurements|Atmospheric theory|Ionospheric theory|Remote Sensing,"Marco Antonio Milla focuses on atmospheric and ionospheric measurements, employing remote sensing techniques to capture and analyze data related to these fields. His work includes developing theoretical frameworks that enhance the understanding of atmospheric and ionospheric phenomena, which are crucial for applications such as satellite communications and weather forecasting. Milla's research seeks to bridge theoretical approaches with practical measurement techniques to improve the accuracy of atmospheric models.",,1
Olga Mironenko,ece,https://ece.illinois.edu/about/directory/faculty/olgamiro,https://ece.illinois.edu/about/directory/faculty/olgamiro,,,Engineering education|Renewable energy|Electric Vehicles|Vehicle-to-Grid Integration|High Precision Current Sensors|Power and Energy Systems,"Professor Mironenko focuses on the intersection of engineering education and renewable energy technologies. Her daily work includes teaching courses on Analog Circuits, Power Systems, Electric Vehicles, and Green Energy. She conducts research on high precision current sensing for electric vehicles, exploring how they integrate with power grids, specifically in terms of Vehicle-to-Grid technology. Additionally, she emphasizes innovative teaching methods to enhance student engagement and understanding in electrical and computer engineering.",Teacher Ranked as Excellent by their Students (FA21)|Teacher Ranked as Excellent by their Students (SP22)|Teacher Ranked as Excellent by their Students (SU23)|Teacher Ranked as Excellent by their Students (FA23)|Teacher Ranked as Excellent by their Students (FA24)|Teacher Ranked as Excellent by their Students (SP25)|Teacher Ranked as Excellent by their Students (SU25)|ECE Ronald W. Pratt Outstanding Teaching Award for Faculty (2025),3
Andrey Mironov,ece,https://ece.illinois.edu/about/directory/faculty/amirono2,https://ece.illinois.edu/about/directory/faculty/amirono2,,Laboratory for Optical Physics and Engineering,Photochemistry|Laser physics|UV and VUV light sources|Alkali lasers|Atomic and molecular spectroscopy|Nanostructures and optical component fabrication,"Dr. Andrey Mironov conducts research focused on laser physics, specifically developing innovative laser sources and photochemical fabrication methods. He is actively involved in the development of vacuum-ultraviolet light sources, including novel photolithographic techniques for creating nanostructures in polymers. His day-to-day work includes fabricating and characterizing optical components, investigating atomic and molecular spectroscopy, and designing microplasma devices for a variety of applications such as bioengineering and microfabrication. Additionally, he mentors undergraduate students interested in research related to these fields.",Motivated undergraduates are invited to join our research group.,3
Thomas Moon,ece,https://ece.illinois.edu/about/directory/faculty/tmoon,https://ece.illinois.edu/about/directory/faculty/tmoon,,Thomas Moon's Research Group,Engineering Education|Internet of Things|Signal Processing|mmWave Radar|Wireless Sensing|RF and Microwave Engineering|Wireless Communication Systems,"Thomas Moon focuses on engineering education while actively engaging in research involving the Internet of Things and signal processing. His work includes developing methods for wireless communication systems, particularly mmWave radar technologies, and enhancing calibration techniques for phased arrays. On a practical level, he teaches various courses such as Digital Signal Processing and embedded systems, and engages in research that applies RF and microwave engineering principles, particularly in relation to system testing and performance characterization using advanced signal processing techniques.",,3
Pierre Moulin,ece,https://ece.illinois.edu/about/directory/faculty/pmoulin,https://ece.illinois.edu/about/directory/faculty/pmoulin,,Image and Video Processing Lab|Statistical Signal Processing Group,Image and Video Processing|Machine Learning|Compression|Recognition|Statistical Signal Processing|Information Theory|Watermarking|Information Forensics|Cybersecurity and Privacy,"Pierre Moulin conducts research in image and video processing, utilizing machine learning and statistical signal processing methods. He focuses on compression and recognition tasks and explores information theory and statistical learning. His projects often involve developing security systems that utilize watermarking and information forensics techniques, particularly in the realms of cybersecurity. Additionally, Moulin is interested in applying his research to autonomous systems, including UAVs and other artificial intelligence applications.",,2
Mark Neubauer,ece,https://ece.illinois.edu/about/directory/faculty/msn,https://ece.illinois.edu/about/directory/faculty/msn|https://msneubauer.github.io/|https://msneubauer.github.io/research|https://msneubauer.github.io/publications|https://msneubauer.github.io/teaching|https://msneubauer.github.io/blog,https://msneubauer.github.io/,Neubauer Group|ATLAS Collaboration,Higgs boson searches|electroweak diboson physics|fast electronics for particle tracking|high-energy computing|machine learning applications in particle physics,"Professor Neubauer focuses on cutting-edge research in particle physics, particularly through the analysis of high-energy proton-proton collisions at the Large Hadron Collider (LHC). His work involves using data from the ATLAS Experiment to identify new physics phenomena, with a particular emphasis on the Higgs boson. His group is dedicated to developing advanced trigger electronics that enhance charged particle tracking efficiency. Additionally, Neubauer is deeply engaged in computing projects that support high-energy physics research, leveraging machine learning techniques to augment detection capabilities and data analysis in particle physics.",,3
